word,meaning,proposed_domain,confidence,reason
"front","前面；正面；前线 | 面对；朝向；对付 | 前面的；正面的 | 在前面；向前 | n. 前面；正面；前线 | adj. 前面的；正面的 | vt. 面对；朝向；对付 | vi. 朝向 | adv. 在前面；向前 | a. 前面的；前部的 n. 前面；前部；前线","expression","0.2","keyword rule did not produce a confident match"
"above","超过；在……上面；在……之上 | 在上面；在上文 | 上文的 | 上文 | prep. 超过；在……上面；在……之上 | n. 上文 | adj. 上文的 | adv. 在上面；在上文 | prep. 在……上面 a. 上面的 ad. 在……之上","economy","0.2","keyword rule did not produce a confident match"
"smooth","顺利的；光滑的；平稳的 | 使光滑；消除（障碍等）；使优雅；缓和 | 平滑部分；一块平地 | 光滑地；平稳地；流畅地 | n. 平滑部分；一块平地 | adj. 顺利的；光滑的；平稳的 | vt. 使光滑；消除（障碍等）；使优雅；缓和 | adv. 光滑地；平稳地；流畅地 | vi. 变平静；变平滑 | a. 光滑的；平坦的","judgment","0.2","keyword rule did not produce a confident match"
"airplane","飞机 | n. 飞机 | n. （美）飞机","control","0.2","keyword rule did not produce a confident match"
"choice","选择；选择权；精选品 | 精选的；仔细推敲的 | n. 选择；选择权；精选品 | adj. 精选的；仔细推敲的 | n. 选择；抉择","state","0.2","keyword rule did not produce a confident match"
"live","活的；生动的；实况转播的；精力充沛的 | 经历；度过 | (Live)人名；(法)利夫 | adj. 活的；生动的；实况转播的；精力充沛的 | vt. 经历；度过 | vi. 活；居住；生存 | vi. 生活；居住；活着 a. 活的,活着的；实况,现场（直播）的","cognition","0.2","keyword rule did not produce a confident match"
"death","死；死亡；死神；毁灭 | n. 死；死亡；死神；毁灭 | n. 死","relation","0.2","keyword rule did not produce a confident match"
"june","六月；琼（人名，来源于拉丁语，含义是“年轻气盛的六月”） | n. 六月；琼（人名，来源于拉丁语，含义是“年轻气盛的六月”） | n. 6月","relation","0.2","keyword rule did not produce a confident match"
"seventeen","num. 十七 | 十七，十七个 | 十七岁的；十七的，十七个的 | 十七 | n. 十七，十七个 | adj. 十七岁的；十七的，十七个的","expression","0.2","keyword rule did not produce a confident match"
"natural","自然的；物质的；天生的；不做作的 | 自然的事情；白痴；本位音 | adj. 自然的；物质的；天生的；不做作的 | n. 自然的事情；白痴；本位音 | a. 自然的","change","0.2","keyword rule did not produce a confident match"
"edge","边缘；优势；刀刃；锋利 | 使锐利；将…开刃；给…加上边 | n. 边缘","economy","0.2","keyword rule did not produce a confident match"
"her","她（she的宾格）；她的（she的所有格）；她（指某个国家；一艘船） | （法）埃尔（人名） | pron. 她（she的宾格）；她的（she的所有格）；她（指某个国家；一艘船） | pron. 她(宾格),她的","state","0.2","keyword rule did not produce a confident match"
"police","警察，警方；治安 | 监督；管辖；维持治安；为…配备警察 | 警察的；有关警察的 | n. 警察，警方；治安 | adj. 警察的；有关警察的 | vt. 监督；管辖；维持治安；为…配备警察 | n. 警察，警务人员","cognition","0.2","keyword rule did not produce a confident match"
"wheat","小麦；小麦色 | n. 小麦","economy","0.2","keyword rule did not produce a confident match"
"they","他们；它们；她们 | pron. 他们；它们；她们 | pron. 他（她）们；它们","time","0.2","keyword rule did not produce a confident match"
"forty","四十 | 四十的；四十个的 | n. 四十 | adj. 四十的；四十个的 | num. 四十","cognition","0.2","keyword rule did not produce a confident match"
"week","周，星期 | n. 周，星期 | n. 星期，周","society","0.2","keyword rule did not produce a confident match"
"parent","父亲（或母亲）；父母亲；根源 | n. 父亲（或母亲）；父母亲；根源 | n. 父(母)，双亲","relation","0.2","keyword rule did not produce a confident match"
"cough","咳嗽，咳嗽声；咳嗽病 | 咳出 | n. 咳嗽，咳嗽声；咳嗽病 | vt. 咳出 | vi. 咳嗽 | n.& vi. 咳嗽","judgment","0.2","keyword rule did not produce a confident match"
"gate","大门；出入口；门道 | 给…装大门 | n. 大门；出入口；门道 | vt. 给…装大门 | n. 大门","economy","0.2","keyword rule did not produce a confident match"
"mother","母亲；大娘；女修道院院长 | 生下；养育；像母亲般关怀或照管 | 母亲的；出生地的 | n. 母亲；大娘；女修道院院长 | vt. 生下；养育；像母亲般关怀或照管 | adj. 母亲的；出生地的 | n. 母亲","state","0.2","keyword rule did not produce a confident match"
"thick","最拥挤部分；活动最多部分；事物的粗大浓密部分 | 厚的；浓的；粗大的 | 密集地；浓浓地，厚厚地 | n. 最拥挤部分；活动最多部分；事物的粗大浓密部分 | adj. 厚的；浓的；粗大的 | adv. 密集地；浓浓地，厚厚地 | a. 厚的 | 厚厚地 | 厚的，密的，浓的；不清楚的，口音重的","change","0.2","keyword rule did not produce a confident match"
"tourist","旅行者，观光客 | 旅游的 | 在旅行参观 | 旅游；观光 | 坐旅游车厢；坐经济舱 | n. 旅行者，观光客 | adj. 旅游的 | vt. 在旅行参观 | vi. 旅游；观光 | adv. 坐旅游车厢；坐经济舱 | vn. 旅行者，观光者","relation","0.2","keyword rule did not produce a confident match"
"rubbish","垃圾，废物；废话 | 毫无价值的 | n. 垃圾，废物；废话 | adj. 毫无价值的 | n. 垃圾； 废物","state","0.2","keyword rule did not produce a confident match"
"prepare","准备；使适合；装备；起草 | 准备， 预备 | vt. 准备；使适合；装备；起草 | vi. 预备；做好思想准备 | vt. 准备,预备,调制,配制","state","0.2","keyword rule did not produce a confident match"
"through","通过；穿过；凭借 | 彻底；从头至尾 | 直达的；过境的；完结的 | prep. 通过；穿过；凭借 | adj. 直达的；过境的；完结的 | adv. 彻底；从头至尾 | prep.穿（通）过；从始至终 ad.穿(通)过；自始至终,全部","expression","0.2","keyword rule did not produce a confident match"
"mad","疯狂的；发疯的；愚蠢的；着迷的 | 狂怒 | adj. 疯狂的；发疯的；愚蠢的；着迷的 | n. 狂怒 | a. 发疯的；生气的","judgment","0.2","keyword rule did not produce a confident match"
"queen","女王，王后；（纸牌中的）皇后；（蜜蜂等的）蜂王 | 使…成为女王或王后 | n. 女王，王后；（纸牌中的）皇后；（蜜蜂等的）蜂王 | vt. 使…成为女王或王后 | vi. 做女王 | n. 皇后，女王","relation","0.2","keyword rule did not produce a confident match"
"lake","湖；深红色颜料；胭脂红 | （使）血球溶解 | n. 湖；深红色颜料；胭脂红 | vt. （使）血球溶解 | vi. （使）血球溶解 | n. 湖","action","0.2","keyword rule did not produce a confident match"
"math","数学（等于mathematics） | n. 数学（等于mathematics）","judgment","0.2","keyword rule did not produce a confident match"
"home","家，住宅；产地；家乡；避难所 | 在家，回家；深入地 | 国内的，家庭的；有效的 | 归巢，回家 | n. 家，住宅；产地；家乡；避难所 | adj. 国内的，家庭的；有效的 | vt. 归巢，回家 | adv. 在家，回家；深入地 | n. 家 ad. 到家；回家","action","0.2","keyword rule did not produce a confident match"
"often","常常，时常 | adv. 常常，时常 | ad. 经常，常常","cognition","0.2","keyword rule did not produce a confident match"
"box","箱，盒子；包厢；一拳 | 拳击 | n. 箱，盒子；包厢；一拳 | vt. 拳击；装…入盒中；打耳光 | vi. 拳击 | n. 盒子，箱子","action","0.2","keyword rule did not produce a confident match"
"talk","说；谈话；讨论 | 谈话；演讲；空谈 | n. 谈话；演讲；空谈 | vi. 谈话；说闲话 | vt. 说；谈话；讨论 | n.& v.谈话,讲话,演讲,交谈","society","0.2","keyword rule did not produce a confident match"
"kitchen","厨房；炊具；炊事人员 | n. 厨房；炊具；炊事人员 | n. 厨房","time","0.2","keyword rule did not produce a confident match"
"call","呼叫；拜访；叫牌 | 电话；呼叫；要求；访问 | n. 电话；呼叫；要求；访问 | vi. 呼叫；拜访；叫牌 | vt. 呼叫；称呼；召集 | n. 喊，叫；电话，通话 v. 称呼；呼唤；喊，叫","control","0.2","keyword rule did not produce a confident match"
"bee","蜜蜂，蜂；勤劳的人 | n. 蜜蜂，蜂；勤劳的人 | n.. 蜜蜂","cognition","0.2","keyword rule did not produce a confident match"
"kilo","千克 | n. 千克 | n. 千克；千米","quantity","0.2","keyword rule did not produce a confident match"
"vegetable","蔬菜；植物；植物人 | 蔬菜的；植物的 | n. 蔬菜；植物；植物人 | adj. 蔬菜的；植物的 | n. 蔬菜","state","0.2","keyword rule did not produce a confident match"
"pull","拉；拔；拖 | 拉，拉绳；拉力，牵引力；拖 | n. 拉，拉绳；拉力，牵引力；拖 | vt. 拉；拔；拖 | vi. 拉，拖；拔 | 拉，拖 n. 拉力，引力","expression","0.2","keyword rule did not produce a confident match"
"glove","手套 | n. 手套 | 给…戴手套 | vt. 给…戴手套","expression","0.2","keyword rule did not produce a confident match"
"you","pron. 你；你们 | 你；你们 | (You)人名；(柬)尤；(东南亚国家华语)猷","expression","0.2","keyword rule did not produce a confident match"
"march","三月 | 找不到解释 | n. 游行，行进","state","0.2","keyword rule did not produce a confident match"
"examine","检查；调查； 检测；考试 | vt. 检查；调查； 检测；考试 | vi. 检查；调查 | vt. 检查；诊察","quantity","0.2","keyword rule did not produce a confident match"
"pleasure","快乐；希望；娱乐；令人高兴的事 | 使高兴；使满意 | 高兴；寻欢作乐 | n. 快乐；希望；娱乐；令人高兴的事 | vt. 使高兴；使满意 | vi. 高兴；寻欢作乐 | n. 高兴，愉快","expression","0.2","keyword rule did not produce a confident match"
"four","四；四个 | 四的；四个的 | (Four)人名；(西)福尔；(法)富尔 | num. 四；四个 | adj. 四的；四个的 | num. 四","cognition","0.2","keyword rule did not produce a confident match"
"pioneer","先锋；拓荒者 | 开辟；倡导；提倡 | n. 先锋；拓荒者 | vt. 开辟；倡导；提倡 | vi. 作先驱 | n. 先锋，开拓者","time","0.2","keyword rule did not produce a confident match"
"information","信息，资料；知识；情报；通知 | n. 信息，资料；知识；情报；通知 | n. 信息","relation","0.2","keyword rule did not produce a confident match"
"compare","比较 | 比拟，喻为；[语]构成 | vi. 相比，匹敌；比较，区别；比拟（常与to连用） | vt. 比拟，喻为；构成 | n. 比较 | vt. 比较，对照 | 比较， 对照； 把…比作 | 比较， 对照； 把…比作 (vt.)","quantity","0.2","keyword rule did not produce a confident match"
"provide","提供；规定；准备；装备 | vt. 提供；规定；准备；装备 | vi. 规定；抚养；作准备 | vt. 提供 | 提供， 供给","action","0.2","keyword rule did not produce a confident match"
"owner","[经] 所有者；物主 | n. 所有者；物主 | n. 物主，所有人 | 物主， 所有人","change","0.2","keyword rule did not produce a confident match"
"sun","太阳 | 使晒 | n. 太阳 | vt. 使晒 | vi. 晒太阳 | n. 太阳，阳光","judgment","0.2","keyword rule did not produce a confident match"
"always","永远，一直；总是；常常 | adv. 永远，一直；总是；常常 | ad. 总是；一直；永远","economy","0.2","keyword rule did not produce a confident match"
"way","方法；道路；方向；行业；习惯 | 大大地；远远地 | 途中的 | n. 方法；道路；方向；行业；习惯 | adj. 途中的 | adv. 大大地；远远地 | n. 路，路线；方式，手段","expression","0.2","keyword rule did not produce a confident match"
"rather","宁可，宁愿；相当 | 当然啦（回答问题时用） | (Rather)人名；(英)拉瑟 | adv. 宁可，宁愿；相当 | int. 当然啦（回答问题时用） | ad. 相当，宁可","time","0.2","keyword rule did not produce a confident match"
"accept","接受；承认；承担；承兑；容纳 | vi. 承认；同意；承兑 | vt. 接受；承认；承担；承兑；容纳 | vt. 接受","cognition","0.2","keyword rule did not produce a confident match"
"cover","包括；采访，报导；涉及 | 封面，封皮；盖子；掩蔽物；幌子，借口 | n. 封面，封皮；盖子；掩蔽物；幌子，借口 | vt. 包括；采访，报导；涉及 | vi. 覆盖；代替 | n. 盖子；罩 v. 覆盖，遮盖；掩盖","change","0.2","keyword rule did not produce a confident match"
