word,meanings,meaningsByBook,usphone,ukphone,bookIds,semanticDomainId,semanticPath,semanticConfidence,reviewRequired
"if","（表条件）如果；即使；是否；（表假设）假如 | 条件；设想 | conj. （表条件）如果；即使；是否；（表假设）假如 | n. 条件；设想 | conj.如果,假使,是否,是不是","{""chuzhong"":[""（表条件）如果；即使；是否；（表假设）假如"",""条件；设想""],""zhongkao"":[""conj. （表条件）如果；即使；是否；（表假设）假如"",""n. 条件；设想""],""gaokao"":[""conj.如果,假使,是否,是不是""]}","ɪf","ɪf","chuzhong | zhongkao | gaokao","change","变化与发展 › 变化·增长·演进 › if","0.2","true"
"piece","块；件；篇；硬币 | 修补；接合；凑合 | n. 块；件；篇；硬币 | vt. 修补；接合；凑合 | n. 一块（片，张，件…）","{""chuzhong"":[""块；件；篇；硬币"",""修补；接合；凑合""],""zhongkao"":[""n. 块；件；篇；硬币"",""vt. 修补；接合；凑合""],""gaokao"":[""n. 一块（片，张，件…）""],""tem4"":[""块；件；篇；硬币"",""修补；接合；凑合""],""bec2"":[""块；件；篇；硬币"",""修补；接合；凑合""]}","pis","piːs","chuzhong | zhongkao | gaokao | tem4 | bec2","relation","因果与关系 › 原因·结果·连接 › piece","0.2","true"
"he","pron. 他 | 男孩，男人；它（雄性动物） | 他 | n. 男孩，男人；它（雄性动物）","{""chuzhong"":[""男孩，男人；它（雄性动物）"",""他""],""zhongkao"":[""n. 男孩，男人；它（雄性动物）"",""pron. 他""],""gaokao"":[""pron. 他""]}","hi","hiː","chuzhong | zhongkao | gaokao","expression","表达与观点 › 语言·观点·交流 › he","0.2","true"
"direct","直接的；直系的；亲身的；恰好的 | 管理；指挥；导演；指向 | 直接地；正好；按直系关系 | adj. 直接的；直系的；亲身的；恰好的 | vt. 管理；指挥；导演；指向 | adv. 直接地；正好；按直系关系 | vi. 指导；指挥 | a. / vt. 直接的；直达的；直截了当的 指挥；指导；监督；管理；指挥（演奏）；导演（电影）","{""chuzhong"":[""直接的；直系的；亲身的；恰好的"",""管理；指挥；导演；指向"",""直接地；正好；按直系关系""],""zhongkao"":[""adj. 直接的；直系的；亲身的；恰好的"",""vt. 管理；指挥；导演；指向"",""adv. 直接地；正好；按直系关系"",""vi. 指导；指挥""],""gaokao"":[""a. / vt. 直接的；直达的；直截了当的 指挥；指导；监督；管理；指挥（演奏）；导演（电影）""],""tem4"":[""直接的；直系的；亲身的；恰好的"",""管理；指挥；导演；指向"",""直接地；正好；按直系关系""],""kaoyan2024"":[""adj.直接的；直系的；亲身的；恰好的vt.管理；指挥；导演；指向adv.直接地；正好；按直系关系vi.指导；指挥""],""bec2"":[""直接的；直系的；亲身的；恰好的"",""管理；指挥；导演；指向"",""直接地；正好；按直系关系""]}","dɪˈrɛkt; daɪˈrɛkt","dəˈrekt; daɪˈrekt","chuzhong | zhongkao | gaokao | tem4 | kaoyan2024 | bec2","control","控制与影响 › 控制·管理·影响 › direct","0.67","false"
"rat","鼠；卑鄙小人，叛徒 | 捕鼠；背叛，告密 | n. 鼠；卑鄙小人，叛徒 | vi. 捕鼠；背叛，告密 | n. 老鼠 | 鼠","{""chuzhong"":[""鼠；卑鄙小人，叛徒"",""捕鼠；背叛，告密""],""zhongkao"":[""n. 鼠；卑鄙小人，叛徒"",""vi. 捕鼠；背叛，告密""],""gaokao"":[""n. 老鼠""],""cet4"":[""鼠""]}","ræt","ræt","chuzhong | zhongkao | gaokao | cet4","change","变化与发展 › 变化·增长·演进 › rat","0.2","true"
"brother","兄弟；同事；战友 | 我的老兄！ | n. 兄弟；同事；战友 | int. 我的老兄！ | n. 兄；弟","{""chuzhong"":[""兄弟；同事；战友"",""我的老兄！""],""zhongkao"":[""n. 兄弟；同事；战友"",""int. 我的老兄！""],""gaokao"":[""n. 兄；弟""]}","'brʌðɚ","'brʌðə","chuzhong | zhongkao | gaokao","relation","因果与关系 › 原因·结果·连接 › brother","0.2","true"
"geography","地理；地形 | n. 地理；地形 | n. 地理学","{""chuzhong"":[""地理；地形""],""zhongkao"":[""n. 地理；地形""],""gaokao"":[""n. 地理学""],""bec2"":[""地理；地形""]}","dʒɪ'ɑɡrəfi","dʒɪ'ɒgrəfɪ","chuzhong | zhongkao | gaokao | bec2","judgment","判断与评价 › 判断·价值·评价 › geography","0.2","true"
"advise","建议；劝告，忠告；通知；警告 | vt. 建议；劝告，忠告；通知；警告 | vi. 建议；与…商量 | vt. 忠告，劝告，建议","{""chuzhong"":[""建议；劝告，忠告；通知；警告""],""zhongkao"":[""vt. 建议；劝告，忠告；通知；警告"",""vi. 建议；与…商量""],""gaokao"":[""vt. 忠告，劝告，建议""],""kaoyan2024"":[""vt.建议；劝告，忠告；通知；警告vi.建议；与…商量""],""bec2"":[""建议；劝告，忠告；通知；警告""]}","əd'vaɪz","əd'vaɪz","chuzhong | zhongkao | gaokao | kaoyan2024 | bec2","cognition","认知与思维 › 感知·理解·记忆 › advise","0.2","true"
"print","印刷业；印花布；印刷字体；印章；印记 | 印刷；打印；刊载；用印刷体写；在…印花样 | n. 印刷业；印花布；印刷字体；印章；印记 | vt. 印刷；打印；刊载；用印刷体写；在…印花样 | vi. 印刷；出版；用印刷体写 | vt. 印刷","{""chuzhong"":[""印刷业；印花布；印刷字体；印章；印记"",""印刷；打印；刊载；用印刷体写；在…印花样""],""zhongkao"":[""n. 印刷业；印花布；印刷字体；印章；印记"",""vt. 印刷；打印；刊载；用印刷体写；在…印花样"",""vi. 印刷；出版；用印刷体写""],""gaokao"":[""vt. 印刷""],""bec2"":[""印刷业；印花布；印刷字体；印章；印记"",""印刷；打印；刊载；用印刷体写；在…印花样""]}","prɪnt","prɪnt","chuzhong | zhongkao | gaokao | bec2","action","行动与选择 › 行动·选择·执行 › print","0.2","true"
"festival","节日；庆祝，纪念活动；欢乐 | 节日的，喜庆的；快乐的 | n. 节日；庆祝，纪念活动；欢乐 | adj. 节日的，喜庆的；快乐的 | a. 节日的，喜庆的 | 节日； 音乐节","{""chuzhong"":[""节日；庆祝，纪念活动；欢乐"",""节日的，喜庆的；快乐的""],""zhongkao"":[""n. 节日；庆祝，纪念活动；欢乐"",""adj. 节日的，喜庆的；快乐的""],""gaokao"":[""a. 节日的，喜庆的""],""cet4"":[""节日； 音乐节""],""bec2"":[""节日；庆祝，纪念活动；欢乐"",""节日的，喜庆的；快乐的""]}","ˈfɛstəvəl","'festɪv(ə)l","chuzhong | zhongkao | gaokao | cet4 | bec2","time","时间与过程 › 时间·顺序·过程 › festival","0.2","true"
"along","一起；向前；来到 | 沿着；顺着 | prep. 沿着；顺着 | adv. 一起；向前；来到 | ad. 向前；和…一起；一同 prep. 沿着；顺着","{""chuzhong"":[""一起；向前；来到"",""沿着；顺着""],""zhongkao"":[""prep. 沿着；顺着"",""adv. 一起；向前；来到""],""gaokao"":[""ad. 向前；和…一起；一同 prep. 沿着；顺着""],""toefl"":[""向前；一起"",""沿着""],""bec2"":[""一起；向前；来到"",""沿着；顺着""]}","ə'lɔŋ","ə'lɒŋ","chuzhong | zhongkao | gaokao | toefl | bec2","expression","表达与观点 › 语言·观点·交流 › along","0.2","true"
"forest","n. 森林 | 植树于，使成为森林 | 森林 | vt. 植树于，使成为森林","{""chuzhong"":[""植树于，使成为森林"",""森林""],""zhongkao"":[""n. 森林"",""vt. 植树于，使成为森林""],""gaokao"":[""n. 森林""]}","'fɔrɪst","'fɒrɪst","chuzhong | zhongkao | gaokao","quantity","程度·范围·数量 › 数量·范围·程度 › forest","0.2","true"
"apple","苹果，苹果树，苹果似的东西；[美俚]炸弹，手榴弹，（棒球的）球；[美俚]人，家伙。 | n. 苹果，苹果树，苹果似的东西；炸弹，手榴弹，（棒球的）球；人，家伙。 | n. 苹果","{""chuzhong"":[""苹果，苹果树，苹果似的东西；[美俚]炸弹，手榴弹，（棒球的）球；[美俚]人，家伙。""],""zhongkao"":[""n. 苹果，苹果树，苹果似的东西；炸弹，手榴弹，（棒球的）球；人，家伙。""],""gaokao"":[""n. 苹果""]}","'æpl","'æp(ə)l","chuzhong | zhongkao | gaokao","relation","因果与关系 › 原因·结果·连接 › apple","0.2","true"
"salad","色拉；尤指莴苣 | n. 色拉；尤指莴苣 | n. 色拉（西餐中的一种菜） | 色拉， 凉拌菜","{""chuzhong"":[""色拉；尤指莴苣""],""zhongkao"":[""n. 色拉；尤指莴苣""],""gaokao"":[""n. 色拉（西餐中的一种菜）""],""cet4"":[""色拉， 凉拌菜""]}","'sæləd","'sæləd","chuzhong | zhongkao | gaokao | cet4","expression","表达与观点 › 语言·观点·交流 › salad","0.2","true"
"rabbit","兔子，野兔 | 让…见鬼去吧 | n. 兔子，野兔 | vt. 让…见鬼去吧 | vi. 猎兔 | n. 兔，家兔","{""chuzhong"":[""兔子，野兔"",""让…见鬼去吧""],""zhongkao"":[""n. 兔子，野兔"",""vt. 让…见鬼去吧"",""vi. 猎兔""],""gaokao"":[""n. 兔，家兔""]}","'ræbɪt","'ræbɪt","chuzhong | zhongkao | gaokao","control","控制与影响 › 控制·管理·影响 › rabbit","0.2","true"
"we","我们（主格）；笔者，本人（作者或演讲人使用）；朕，寡人 | (We)人名；(缅)韦 | pron. 我们（主格）；笔者，本人（作者或演讲人使用）；朕，寡人 | pron. 我们","{""chuzhong"":[""我们（主格）；笔者，本人（作者或演讲人使用）；朕，寡人"",""(We)人名；(缅)韦""],""zhongkao"":[""pron. 我们（主格）；笔者，本人（作者或演讲人使用）；朕，寡人""],""gaokao"":[""pron. 我们""]}","wi","wiː","chuzhong | zhongkao | gaokao","control","控制与影响 › 控制·管理·影响 › we","0.2","true"
"yours","你（们）的东西；你的责任[义务]；你的家属；来信，尊函 | 你（们）的（东西）；信末署名前用语 | pron. 你（们）的东西；你的责任；你的家属；来信，尊函 | adj. 你（们）的（东西）；信末署名前用语 | pron. 你的；你们的","{""chuzhong"":[""你（们）的东西；你的责任[义务]；你的家属；来信，尊函"",""你（们）的（东西）；信末署名前用语""],""zhongkao"":[""pron. 你（们）的东西；你的责任；你的家属；来信，尊函"",""adj. 你（们）的（东西）；信末署名前用语""],""gaokao"":[""pron. 你的；你们的""]}","jʊrz","jɔːz; jʊəz","chuzhong | zhongkao | gaokao","relation","因果与关系 › 原因·结果·连接 › yours","0.2","true"
"shop","商店；店铺 | 购物 | n. 商店；店铺 | vt. 购物 | vi. 购物；买东西 | vi. 买东西 n. 商店,车间","{""chuzhong"":[""商店；店铺"",""购物""],""zhongkao"":[""n. 商店；店铺"",""vt. 购物"",""vi. 购物；买东西""],""gaokao"":[""vi. 买东西 n. 商店,车间""]}","ʃɑp","ʃɒp","chuzhong | zhongkao | gaokao","time","时间与过程 › 时间·顺序·过程 › shop","0.2","true"
"theirs","他们的；她们的；它们的 | pron. 他们的；她们的；它们的 | pron. 他（她,它）们的","{""chuzhong"":[""他们的；她们的；它们的""],""zhongkao"":[""pron. 他们的；她们的；它们的""],""gaokao"":[""pron. 他（她,它）们的""]}","ðɛrz","ðeəz","chuzhong | zhongkao | gaokao","state","状态与存在 › 状态·属性·存在 › theirs","0.2","true"
"wet","[气象][物] 潮湿的；有雨的 | 雨天；湿气 | 弄湿 | n. 雨天；湿气 | adj. 潮湿的；有雨的 | vt. 弄湿 | vi. 变湿 | a. 湿的,潮的,多雨的","{""chuzhong"":[""[气象][物] 潮湿的；有雨的"",""雨天；湿气"",""弄湿""],""zhongkao"":[""n. 雨天；湿气"",""adj. 潮湿的；有雨的"",""vt. 弄湿"",""vi. 变湿""],""gaokao"":[""a. 湿的,潮的,多雨的""],""tem4"":[""[气象][物] 潮湿的；有雨的"",""雨天；湿气"",""弄湿""]}","wɛt","wet","chuzhong | zhongkao | gaokao | tem4","cognition","认知与思维 › 感知·理解·记忆 › wet","0.2","true"
"shout","呼喊；喊叫；大声说 | 呼喊；呼叫 | n. 呼喊；呼叫 | vi. 呼喊；喊叫；大声说 | vt. 呼喊；大声说 | n.& v. 喊，高声呼喊","{""chuzhong"":[""呼喊；喊叫；大声说"",""呼喊；呼叫""],""zhongkao"":[""n. 呼喊；呼叫"",""vi. 呼喊；喊叫；大声说"",""vt. 呼喊；大声说""],""gaokao"":[""n.& v. 喊，高声呼喊""]}","ʃaʊt","ʃaʊt","chuzhong | zhongkao | gaokao","quantity","程度·范围·数量 › 数量·范围·程度 › shout","0.2","true"
"purse","(女士)手提袋；(国家、家庭、团体等的) 财力 | （嘴巴）皱起，使缩拢；撅嘴 | n. (女士)手提袋；(国家、家庭、团体等的) 财力 | vt. （嘴巴）皱起，使缩拢；撅嘴 | n. 钱包 | 钱包， 女用小提包","{""chuzhong"":[""(女士)手提袋；(国家、家庭、团体等的) 财力"",""（嘴巴）皱起，使缩拢；撅嘴""],""zhongkao"":[""n. (女士)手提袋；(国家、家庭、团体等的) 财力"",""vt. （嘴巴）皱起，使缩拢；撅嘴""],""gaokao"":[""n. 钱包""],""cet4"":[""钱包， 女用小提包""]}","pɝs","pɜːs","chuzhong | zhongkao | gaokao | cet4","state","状态与存在 › 状态·属性·存在 › purse","0.2","true"
"modern","现代的，近代的；时髦的 | 现代人；有思想的人 | adj. 现代的，近代的；时髦的 | n. 现代人；有思想的人 | a. 现代的","{""chuzhong"":[""现代的，近代的；时髦的"",""现代人；有思想的人""],""zhongkao"":[""adj. 现代的，近代的；时髦的"",""n. 现代人；有思想的人""],""gaokao"":[""a. 现代的""],""bec2"":[""现代的，近代的；时髦的"",""现代人；有思想的人""]}","'mɑdɚn","'mɒd(ə)n","chuzhong | zhongkao | gaokao | bec2","economy","经济与资源 › 经济·工作·资源 › modern","0.2","true"
"express","表达；快递 | 明确的；迅速的；专门的 | 快车，快递，专使；捷运公司 | n. 快车，快递，专使；捷运公司 | vt. 表达；快递 | adj. 明确的；迅速的；专门的 | vt. 表达；表示；表情 n. 快车，特快专递","{""chuzhong"":[""表达；快递"",""明确的；迅速的；专门的"",""快车，快递，专使；捷运公司""],""zhongkao"":[""n. 快车，快递，专使；捷运公司"",""vt. 表达；快递"",""adj. 明确的；迅速的；专门的""],""gaokao"":[""vt. 表达；表示；表情 n. 快车，特快专递""],""tem4"":[""表达；快递"",""明确的；迅速的；专门的"",""快车，快递，专使；捷运公司""],""kaoyan2024"":[""n.快车，快递，专使；捷运公司vt.表达；快递adj.明确的；迅速的；专门的""],""ielts"":[""表达，"",""快车， 快运， 快递""],""bec2"":[""表达；快递"",""明确的；迅速的；专门的"",""快车，快递，专使；捷运公司""]}","ɪk'sprɛs","ɪk'spres; ek-","chuzhong | zhongkao | gaokao | tem4 | kaoyan2024 | ielts | bec2","expression","表达与观点 › 语言·观点·交流 › express","0.67","false"
"blackboard","n. 黑板 | 黑板","{""chuzhong"":[""黑板""],""zhongkao"":[""n. 黑板""],""gaokao"":[""n. 黑板""]}","'blækbɔrd","'blækbɔːd","chuzhong | zhongkao | gaokao","economy","经济与资源 › 经济·工作·资源 › blackboard","0.2","true"
"servant","仆人，佣人；公务员；雇工 | n. 仆人，佣人；公务员；雇工 | n. 仆人，佣人","{""chuzhong"":[""仆人，佣人；公务员；雇工""],""zhongkao"":[""n. 仆人，佣人；公务员；雇工""],""gaokao"":[""n. 仆人，佣人""],""bec2"":[""仆人，佣人；公务员；雇工""]}","'sɝvənt","'sɜːv(ə)nt","chuzhong | zhongkao | gaokao | bec2","change","变化与发展 › 变化·增长·演进 › servant","0.2","true"
"hobby","嗜好；业余爱好 | n. 嗜好；业余爱好 | n. 业余爱好，嗜好 | 业余爱好， 癖好","{""chuzhong"":[""嗜好；业余爱好""],""zhongkao"":[""n. 嗜好；业余爱好""],""gaokao"":[""n. 业余爱好，嗜好""],""cet4"":[""业余爱好， 癖好""],""bec2"":[""嗜好；业余爱好""]}","'hɑbi","'hɒbɪ","chuzhong | zhongkao | gaokao | cet4 | bec2","control","控制与影响 › 控制·管理·影响 › hobby","0.2","true"
